msa,msa_name,sprawl_1976_92,sprawl_1992,sprawl_1976,central_empl_1977,streetcar_1902,avg_dec_popgr1920_70,sd_dec_popgr1920_70,pc_aquifer_fringe,pc_aquifer_msa,elevat_range_fringe,elevat_range_msa,ruggedness_fringe,ruggedness_msa,cooling_dd,heating_dd,pc_incorp_fringe,pc_incorp_msa,pc_transfers,rest_bars,road_density,popgr_1970_90,herfindahl_incorp,latitude,longitude,division
5483,"New Haven-Bridgeport-Stamford-Waterbury-Danbury, CT NECMA",55.42,39.11,38.68,22.91474,0,16.03105,6.016755,22.6248,22.54997,394,394,12.46042,11.48534,638.75,5743,14.05579,17.21051,21.08636,1.367572,1.223426,6.119412,.1126864,41.33968,-73.16579,1
5523,"New London-Norwich, CT NECMA",74.30,64.59,60.07,22.9859,0,17.3807,8.069636,0,0,191,191,8.968516,8.89828,511.5,5910,4.879386,5.352548,30.4,1.34579,1.451813,10.6834,.5453032,41.48707,-72.1021,1
5560,"New Orleans, LA MSA",49.25,32.29,33.92,24.23259,185.2439,18.82723,6.246155,0,0,66,66,.395147,.34869,2671.25,1496.63,3.684355,3.973244,37.612,1.368726,.9782038,12.33601,.5422009,29.91692,-89.95475,7
5602,"New York-Northern New Jersey-Long Island, NY-NJ-CT-PA CMSA",52.17,28.75,28.47,25.16926,259.5536,14.64001,6.830582,47.28042,44.46515,642,670,9.826523,8.558438,721.2,5673.71,7.543241,13.95994,33.19413,1.299703,1.28019,-.2991821,.0522125,40.90321,-74.13356,2
5720,"Norfolk-Virginia Beach-Newport News, VA-NC MSA",48.91,40.82,44.07,23.61957,0,25.08674,19.75738,0,0,33,33,.785072,.7574369,1372.57,3584.43,33.51304,31.37308,36.7611,1.05941,1.078562,9.447939,.2986857,36.88459,-76.41914,5
5790,"Ocala, FL MSA",54.60,51.21,56.13,22.94049,0,24.03304,10.58765,76.91735,76.29372,68,68,1.556814,1.558986,3046,930,1.31951,2.153494,43.09999,1.825293,1.10064,182.244,.5636035,29.21018,-82.05681,5
5800,"Odessa-Midland, TX MSA",72.86,48.57,47.92,22.59027,0,136.6039,87.09012,43.22628,52.21539,194,217,1.409284,1.474374,2168.33,2675,2.608412,3.393045,21.07871,1.666264,.6257194,43.44179,.5043401,31.86922,-102.2872,7
5880,"Oklahoma City, OK MSA",58.01,28.69,27.01,23.0434,0,24.56485,17.45568,42.25094,42.34509,257,257,3.87195,3.833155,1970.57,3430.14,33.04628,35.4141,31.28959,1.937798,.9774903,33.57559,.1866671,35.43285,-97.44487,7
5920,"Omaha, NE-IA MSA",63.78,36.36,34.37,23.4296,137.9472,13.53921,6.806035,33.79909,27.73112,143,145,6.667348,6.712203,965,6485.2,4.480747,6.572983,18.94757,1.632466,.8426223,11.90703,.3372546,41.24368,-95.9231,4
5960,"Orlando, FL MSA",49.24,40.02,39.39,22.89044,0,62.98396,34.82007,7.703011,8.077354,60,60,.8898109,.8710466,3181.8,769.6,3.611667,5.138377,31.85283,1.55193,1.257972,134.3878,.0774019,28.43435,-81.3631,5
5990,"Owensboro, KY MSA",79.68,48.60,47.11,22.47172,0,14.46371,6.038975,0,0,82,82,2.804481,2.854632,1415,4334,1.244813,2.702703,22,1.396472,1.347886,9.691015,.9429066,37.73174,-87.08725,6
6015,"Panama City, FL MSA",73.00,57.54,55.60,24.10461,0,50.56965,37.52941,0,0,59,79,1.212405,1.291206,2354,1726.5,1.902399,2.860246,45.6,2.058898,1.104986,68.68881,.2831277,30.26525,-85.62024,5
6020,"Parkersburg-Marietta, WV-OH MSA",74.43,53.02,52.04,20.92496,0,11.129,4.849561,100,100,161,186,8.17189,7.825356,960,5089.33,1.703365,2.862453,31.43462,1.43772,1.207923,3.605412,.2653061,39.36497,-81.50262,3
6080,"Pensacola, FL MSA",71.60,60.60,61.23,21.9604,0,32.10429,17.05724,0,0,110,110,5.254162,5.135036,2476.5,1728.5,1.701006,1.705171,43.53385,1.205389,1.238369,41.68713,.4334605,30.68759,-87.15623,5
6120,"Peoria-Pekin, IL MSA",70.26,48.54,46.26,22.69989,111.8661,15.14124,4.359886,0,0,128,128,3.628058,3.568374,878.667,6380,5.270092,6.768469,19.31826,1.54103,.9049379,-.8208106,.1455049,40.68763,-89.5088,3
6162,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA",58.33,42.51,43.03,23.48865,256.0914,13.09921,5.901612,37.75427,39.76213,301,301,2.98788,2.914637,951.292,5068.63,7.532683,10.98874,26.69316,1.331482,1.445307,3.869987,.0677495,39.78471,-75.2009,2
6200,"Phoenix-Mesa, AZ MSA",33.35,27.54,34.94,21.81866,0,59.71968,24.22435,.7253674,.3246853,2118,2134,14.65015,13.02442,3288.96,1697.69,8.435485,5.036102,35.65862,1.795375,.2410634,116.1868,.2044958,33.18571,-112.0705,8
6240,"Pine Bluff, AR MSA",55.46,39.26,40.25,23.42792,0,7.299447,5.142659,0,0,77,77,1.123735,1.091062,2050,3016,2.55262,3.705246,45.8,1.148496,.7075108,.1851657,.7573538,34.26877,-91.9315,7
6280,"Pittsburgh, PA MSA",79.21,57.70,56.71,21.97835,263.3317,5.893475,4.671643,100,100,701,709,16.64609,16.6183,573.556,6132.33,9.917871,12.20189,30.61388,1.255285,1.200506,-10.76967,.0269646,40.38574,-79.88323,2
6323,"Pittsfield, MA NECMA",73.97,59.88,59.06,21.75499,0,5.767977,2.511141,42.57844,42.1062,854,854,21.93213,21.62062,269,7252.5,5.627345,6.546906,28.9,1.532777,1.048743,-6.726818,.5625372,42.3707,-73.20638,1
6340,"Pocatello, ID MSA",70.90,47.98,47.46,21.86985,0,13.7647,5.10096,.4848088,18.13539,1006,1477,23.43592,30.79757,325.25,7516.88,5.22466,2.573408,33.2,1.628353,.2259864,26.48659,.5548981,42.6685,-112.2247,8
6403,"Portland, ME NECMA",72.43,59.64,60.00,23.90199,0,9.187785,3.535302,0,0,559,559,7.159014,6.885051,262.333,7618.33,2.943455,3.697183,17.8,1.386811,1.345087,26.28553,.4971429,43.84736,-70.39886,1
6442,"Portland-Salem, OR-WA CMSA",68.97,44.90,43.38,22.29811,0,22.28816,9.008555,58.30656,60.896,1705,3343,19.88921,26.80059,212.5,5209.92,3.525664,4.655034,28.17571,1.74175,.6809757,41.79694,.1268623,45.30708,-122.7298,9
6483,"Providence-Warwick-Pawtucket, RI NECMA",66.73,40.64,37.75,24.51403,167.9285,8.825658,3.921418,0,0,244,244,5.655513,5.38353,470.333,5894.33,4.166667,10.51327,27.63498,1.457357,1.146853,7.25565,.2096271,41.68983,-71.58765,1
6520,"Provo-Orem, UT MSA",59.74,38.96,38.12,21.37888,0,27.87362,9.010228,22.67838,19.94538,2245,2245,43.26746,41.94879,626.889,6532.11,7.862191,8.563738,46.1,1.226629,.4995105,91.31779,.114498,40.11954,-111.6706,8
6560,"Pueblo, CO MSA",62.91,36.83,36.67,21.42118,0,16.20855,13.23205,0,0,508,2367,4.083128,6.78452,670.667,6284,1.166089,1.440557,39.6,1.784536,.3211206,4.070603,.9782635,38.17342,-104.5128,8
6580,"Punta Gorda, FL MSA",44.38,42.01,46.89,23.40175,0,61.34385,81.78804,0,0,18,21,.460254,.4593652,3610,477,.0643915,.0444642,44.6,1.959432,.8025334,302.6815,1,26.90567,-81.91152,5
6640,"Raleigh-Durham-Chapel Hill, NC MSA",69.79,57.95,55.72,23.64045,0,18.10701,5.125801,83.42085,83.66234,231,231,3.221808,3.2234,1364.78,3589.33,2.555556,4.58146,50.66547,1.29993,.9340213,59.33361,.173323,35.80413,-78.72867,5
6660,"Rapid City, SD MSA",67.56,56.95,59.12,23.49552,0,38.46896,25.20902,32.65359,16.37896,1288,1595,15.99689,9.936316,537,7484.8,4.241338,1.179661,23.2,2.072486,.2524655,37.05875,.4572599,44.00375,-102.8238,4
6680,"Reading, PA MSA",72.27,49.13,49.14,22.51498,0,8.157634,3.81012,100,100,427,427,11.49918,11.44538,678,6072,2.065559,3.886463,30.9,1.474449,.9924714,13.54367,.1367252,40.41638,-75.92605,2
6690,"Redding, CA MSA",73.03,59.35,58.96,22.63189,0,46.26714,35.66709,7.309315,22.81744,1950,3047,37.03059,36.85808,1005.86,4548.29,1.718607,1.022213,29,2.511592,.2275402,89.38176,.7531435,40.76378,-122.0405,9
6720,"Reno, NV MSA",53.61,42.76,45.27,22.58627,0,46.33653,16.12623,.1979742,1.174016,2086,2086,24.94736,22.95645,649.333,5491,.8858831,.8610228,22.5,2.477046,.250057,110.274,.6704653,40.66388,-119.6637,8
6740,"Richland-Kennewick-Pasco, WA MSA",64.60,42.52,35.60,19.49952,0,60.75681,96.98368,12.09844,17.78473,1006,1006,8.063581,8.333084,700.167,5289,2.393755,2.576933,46.81807,1.628176,.4835892,60.71061,.27307,46.36353,-119.2543,9
6760,"Richmond-Petersburg, VA MSA",66.36,46.31,46.49,24.13114,191.8114,13.85252,5.464211,40.39417,50.06844,122,152,1.151137,1.46989,1280.2,3967.4,1.793496,3.476738,35.02362,.8482103,1.037798,-15.60405,.3850732,37.43996,-77.50686,5
6800,"Roanoke, VA MSA",76.98,50.77,49.94,23.90711,0,21.2494,10.21059,100,100,913,978,29.15183,28.06544,1050.5,4282.5,4.494382,7.216495,34.46556,.9863298,1.106618,-22.31286,.5453107,37.45416,-79.89869,5
6820,"Rochester, MN MSA",68.23,46.22,45.37,23.05146,0,24.82997,7.683227,73.26825,70.15634,140,172,7.129277,7.436795,472,8250,3.043171,4.067403,26.3,1.189004,1.217957,26.59327,.5253061,44.00363,-92.40177,4
6840,"Rochester, NY MSA",68.64,48.80,48.11,21.42834,0,13.03646,6.058805,13.38045,13.13121,601,601,5.42628,5.39107,439.778,6783.56,2.307,3.550296,45.16566,1.313419,1.101686,4.139426,.0947291,43.00677,-77.64904,2
6880,"Rockford, IL MSA",68.03,40.82,38.95,20.56866,0,19.16918,9.245796,90.98524,91.25243,121,121,4.086331,4.068579,702,6969,2.808425,5.021834,21.37752,1.454291,1.137576,4.682311,.2903452,42.191,-89.1777,3
6895,"Rocky Mount, NC MSA",75.49,66.59,67.63,23.15434,0,7.583071,10.39579,28.8792,34.49491,94,95,1.583833,1.692299,1436.67,3452.33,3.270842,4.153124,60.3279,1.07659,.8708249,19.53294,.2375047,35.94095,-77.79861,5
6922,"Sacramento-Yolo, CA CMSA",54.42,34.93,30.72,23.44669,0,45.98942,19.41674,0,0,3289,3289,18.72824,25.34761,1108.79,3777,3.61204,3.645053,37.54073,1.80241,.5571814,75.3977,.2804792,38.78034,-120.9973,9
6960,"Saginaw-Bay City-Midland, MI MSA",75.02,44.44,38.08,20.96966,0,16.58959,5.442003,85.96332,85.76085,82,82,1.075205,1.086239,567,6943.2,2.1586,3.991727,37.83678,1.204937,.7837429,-.3819374,.2197374,43.52057,-84.13641,3
6980,"St. Cloud, MN MSA",54.66,43.84,46.55,22.96821,0,10.84847,5.044903,40.58007,39.07778,144,144,2.814783,2.778011,555.5,8523,2.55626,3.18258,42.64269,1.410862,.9392513,28.16132,.0902874,45.58589,-94.47208,4
7000,"St. Joseph, MO MSA",56.19,35.42,35.89,23.4952,82.87396,-1.641822,3.818269,0,0,131,131,5.014596,5.034185,1254,5590,4.117369,6.194296,28.06974,1.548144,1.002979,-1.126199,.6790021,39.82623,-94.8041,4
7040,"St. Louis, MO-IL MSA",63.99,43.44,40.62,22.40662,210.9557,14.16302,4.803602,39.9765,40.27531,201,201,5.288979,5.266932,1258.31,5083.15,4.946185,7.761583,22.38194,1.255654,.7452917,1.637853,.0218017,38.63717,-90.44682,4
7120,"Salinas, CA MSA",80.10,55.82,52.17,23.65376,0,56.9369,24.95616,0,0,1231,1779,24.65151,31.68963,316.25,3223,2.180068,1.459046,35.8,1.791491,.20334,42.22361,.1787872,36.21704,-121.2388,9
7160,"Salt Lake City-Ogden, UT MSA",52.97,31.90,32.88,22.17307,0,26.72165,12.18027,8.052597,6.14785,2210,2210,34.29519,28.27207,723.5,6797.33,15.63479,16.58836,38.9,1.729891,.5898972,56.79088,.073495,40.955,-111.9771,8
7200,"San Angelo, TX MSA",54.70,34.64,33.08,22.61235,0,43.10354,49.43952,43.78792,51.13528,264,287,3.426121,3.423171,2258.67,2594.67,1.737135,2.873281,41.1,1.632722,.4682354,38.5815,1,31.40434,-100.462,7
7240,"San Antonio, TX MSA",49.02,32.77,29.58,22.36841,98.80961,29.12654,11.15758,26.93234,24.75,475,475,5.357146,5.189347,2866.75,1715.25,6.416314,10.84405,44.83295,1.52571,.8917629,46.99508,.5181853,29.47326,-98.25238,7
7320,"San Diego, CA MSA",58.46,45.63,45.40,22.76911,0,66.83784,26.40582,0,0,1843,1945,25.67929,29.66672,1142.08,2410.83,17.69766,10.79754,40.09999,1.709406,.3894037,83.97769,.4327328,33.03413,-116.7351,9
7362,"San Francisco-Oakland-San Jose, CA CMSA",53.15,30.48,29.81,22.84784,312.5635,32.26018,14.24142,0,0,1343,1343,28.79296,28.29482,510.765,2998,7.190801,10.7311,33.34512,1.617428,.6449719,31.59355,.0221303,37.93651,-122.219,9
7460,"San Luis Obispo-Atascadero-Paso Robles, CA MSA",77.36,61.26,58.54,23.70042,0,38.04371,16.67105,0,0,1233,1524,22.03099,22.87518,425.5,2851,2.997092,1.662856,35.9,2.299177,.412049,105.4707,.2390625,35.38705,-120.4042,9
7480,"Santa Barbara-Santa Maria-Lompoc, CA MSA",66.59,50.96,51.43,22.81808,0,46.90224,21.95425,0,0,1973,2071,34.35623,40.17657,384.5,2564,2.053857,1.283922,37.6,2.099696,.3816812,39.83142,.3149679,34.67365,-120.017,9
7490,"Santa Fe, NM MSA",39.89,43.86,51.03,23.97263,0,64.17251,72.83287,0,0,2071,2138,21.6638,17.2747,304,6283.5,1.728553,1.54542,70.64807,2.015837,.4396203,69.7407,.9295062,35.52654,-105.9941,8
7510,"Sarasota-Bradenton, FL MSA",55.47,40.50,33.39,23.0794,0,67.37753,37.62982,0,0,48,51,.6453232,.7346742,3283.25,641.75,1.770912,2.655722,25.00891,1.848038,.9975187,125.0207,.2239669,27.34787,-82.32248,5
7520,"Savannah, GA MSA",72.33,54.98,53.73,23.22361,0,12.70859,9.345755,0,0,49,49,.5914704,.8316312,2365,1847,6.005896,6.174626,38.62067,1.225679,.6549932,24.03868,.34021,32.13068,-81.30174,5
7560,"Scranton--Wilkes-Barre--Hazleton, PA MSA",52.65,43.23,46.80,24.91094,0,-2.22597,7.861072,69.3749,69.8476,577,602,19.51539,19.34874,383,7010,7.571802,9.103147,38.50469,1.298793,1.152591,-1.865651,.0380995,41.26403,-76.00551,2
7602,"Seattle-Tacoma-Bremerton, WA CMSA",70.11,46.97,45.03,22.5262,0,25.73187,11.46534,0,2.085865,1762,4367,20.51129,47.00959,108.35,5510.75,5.036098,5.240642,40.70445,1.502551,.5296394,45.7091,.0704834,47.51107,-122.0319,9
7610,"Sharon, PA MSA",87.54,64.65,50.73,21.27341,0,6.412118,5.322064,99.84943,99.85703,237,237,7.434233,7.46599,456,6634.5,2.574605,3.777778,37.6,1.399668,1.624905,-4.851659,.0865052,41.30219,-80.25771,2
7620,"Sheboygan, WI MSA",73.38,40.16,35.03,22.033,0,10.14158,4.826174,0,0,189,189,3.550478,3.533783,485.5,7282,4.831625,6.387509,45.8,1.81047,1.395385,7.466377,.1720988,43.7212,-87.94527,3
7640,"Sherman-Denison, TX MSA",66.89,45.05,45.75,22.64075,0,2.66397,8.134821,.6921359,.7070265,124,124,3.795889,3.762268,2166,2933,5.898877,7.368421,36.2,1.249624,.9879001,14.17363,.2558439,33.6268,-96.67767,7
7680,"Shreveport-Bossier City, LA MSA",59.46,36.59,35.47,22.13074,0,21.30725,12.02277,0,0,101,101,2.350032,2.415589,2131.25,2577.5,6.948201,8.000663,53.97454,1.171269,.9204155,12.73238,.2638058,32.64948,-93.64359,7
7720,"Sioux City, IA-NE MSA",66.07,36.99,34.92,23.12128,0,3.186488,4.843627,74.366,81.60116,139,140,6.677562,7.436527,907,6893,7.0625,5.798067,22.30441,1.927893,.5754443,-1.007841,.6718853,42.39004,-96.16622,4
7760,"Sioux Falls, SD MSA",52.00,34.78,36.03,23.70882,0,13.74461,4.270327,.0546857,.0527715,190,190,2.994396,3.010589,776,7591,2.30726,3.745928,13.40372,2.019258,1.044178,30.1636,.6060702,43.51048,-96.76257,4
7800,"South Bend, IN MSA",72.05,42.39,39.90,21.4553,0,20.36198,19.66056,0,0,70,70,1.615124,1.648243,728,6331,5.630027,11.27572,32.2,1.509927,1.187083,.8190333,.5168629,41.61667,-86.28988,3
7840,"Spokane, WA MSA",72.19,41.85,36.15,23.00616,0,15.87975,12.10121,47.25631,50.67317,1319,1319,14.27914,13.48165,398,6842,1.81958,3.572188,44.9,1.485285,.5627986,25.69751,.6622732,47.62063,-117.404,9
7880,"Springfield, IL MSA",67.75,44.69,41.30,24.33804,99.97772,8.859751,1.902778,0,0,73,73,1.86978,1.827611,1141,5688,3.746992,4.930025,26.42432,1.701555,.9310722,10.83499,.3727367,39.82962,-89.69691,3
7920,"Springfield, MO MSA",64.59,42.80,37.41,22.80443,0,12.88635,4.52655,100,100,257,260,7.292539,7.900527,1264,4730.33,3.837902,5.279503,32.10453,1.579392,.6741573,43.96754,.4148097,37.17705,-93.1441,4
8003,"Springfield, MA NECMA",62.57,44.16,45.02,22.31309,0,9.689905,5.890999,25.88604,29.69754,622,622,13.53837,13.08306,430.333,6926.83,9.806115,12.93628,32.06401,1.37557,1.103462,3.404107,.2168783,42.23002,-72.64655,1
8050,"State College, PA MSA",72.68,62.56,63.57,21.11329,0,17.79321,8.067862,100,100,616,616,20.88,21.32408,407,6756,.8530806,1.006595,35.2,1.208861,.8961153,24.70005,.1866825,40.91904,-77.81956,2
8080,"Steubenville-Weirton, OH-WV MSA",80.27,65.72,65.85,19.77612,0,8.086031,8.813486,100,100,212,212,20.80688,20.71049,711,5676.67,6.005222,7.530313,32.36708,1.527529,.8066474,-13.94942,.2191899,40.38801,-80.70425,3
8120,"Stockton-Lodi, CA MSA",46.59,32.53,34.46,22.46348,0,29.88004,11.03081,0,0,916,1099,3.40582,3.698431,1183.5,2776.75,2.983802,5.030773,38.9,1.695336,1.073624,65.61501,.4350385,37.93454,-121.272,9
8140,"Sumter, SC MSA",76.50,55.45,48.75,22.08308,0,13.36242,8.83686,0,0,101,101,1.665917,1.612371,1888,2609,.6138735,1.695873,63.8,.6547057,.886628,29.22506,.7088889,33.9162,-80.38229,5
8160,"Syracuse, NY MSA",66.75,46.26,46.26,22.92466,115.0022,11.49463,5.803008,38.01371,38.84139,570,570,8.054301,7.83847,407.8,6997.8,2.890696,3.937654,49.74747,1.49311,1.159705,3.954221,.0818275,43.10063,-76.15223,2
8240,"Tallahassee, FL MSA",54.85,43.20,44.32,23.74636,0,28.08898,7.431736,3.111842,3.031474,106,106,4.311348,4.343628,2438.5,1696,1.689512,3.634124,42.54027,1.138992,1.532502,64.23846,.4271761,30.51025,-84.42219,5
8280,"Tampa-St. Petersburg-Clearwater, FL MSA",46.89,36.01,34.84,23.24674,0,55.31108,24.04606,41.27412,40.40598,91,91,1.38692,1.343943,3344.67,693.5,3.086334,7.526518,25.88908,1.603722,1.299031,87.052,.1783568,28.1525,-82.40601,5
8320,"Terre Haute, IN MSA",79.55,52.22,49.16,21.76417,0,-.2134231,3.007321,0,0,99,102,3.106057,3.070133,957,5794,2.63789,3.782593,34.29949,1.404151,1.068711,-4.939647,.4838345,39.52473,-87.31284,3
8360,"Texarkana, TX-Texarkana, AR MSA",65.41,56.01,57.99,22.76417,0,10.18174,9.51996,0,0,95,96,2.177799,2.112062,2380,2295,3.538813,3.228939,52.8608,1.314255,.8287486,18.70986,.2206456,33.39154,-94.20689,7
8400,"Toledo, OH MSA",60.42,38.55,37.63,21.35243,0,12.30322,7.743079,0,0,86,86,1.010241,1.044486,730,6404.2,8.362268,11.63996,26.8016,1.637122,1.363951,1.147138,.2145831,41.49874,-83.78163,3
8440,"Topeka, KS MSA",63.65,38.49,34.19,26.2284,0,17.95624,9.734233,0,0,127,140,4.144492,4.069798,1304,5265,5.054945,9.484536,26.9,1.364906,1.284606,3.64018,.9292166,39.04153,-95.75633,4
8520,"Tucson, AZ MSA",56.97,35.34,33.33,21.40902,0,61.14834,26.63304,.0036708,.2338246,2395,2548,17.20056,13.19951,2614,2020.1,2.125755,1.247684,34.3,1.760188,.0834616,89.63394,.7662756,32.0974,-111.7899,8
8560,"Tulsa, OK MSA",57.06,34.60,35.67,22.65188,0,17.17553,13.59271,25.51847,24.71134,223,275,5.277603,5.201046,1805.67,3860.56,4.77738,6.525274,27.7543,1.537345,.8450279,34.39045,.2802618,36.32417,-96.132,7
8600,"Tuscaloosa, AL MSA",69.69,55.60,55.83,23.05622,0,16.81528,5.787768,31.81361,49.43431,191,192,6.714077,8.03548,1918.33,2832.33,6.489841,4.110738,40.4,1.042843,.4560274,29.72791,.6805961,33.28955,-87.525,6
8640,"Tyler, TX MSA",53.66,38.69,40.30,23.77263,0,15.96055,7.46041,0,0,113,113,3.92968,3.907622,2266,2399.5,3.655031,5.584363,37.7,1.421274,1.162062,55.83443,.4333673,32.37499,-95.26926,7
8680,"Utica-Rome, NY MSA",74.85,49.96,49.28,22.60949,0,6.712865,5.516429,33.55775,29.88675,634,713,9.864652,9.758027,281.444,8025.78,5.064028,4.677711,54.3358,1.438342,.6888958,-7.055802,.3761692,43.33742,-75.18137,2
8750,"Victoria, TX MSA",55.24,40.92,41.09,22.66816,0,24.83767,13.93759,0,0,94,94,1.080347,1.107967,3118,1296,1.355774,2.210884,28.6,1.618123,.7799443,38.30488,1,28.79638,-96.97155,7
8780,"Visalia-Tulare-Porterville, CA MSA",76.40,52.90,48.26,21.49345,0,26.7009,12.07274,0,0,2522,4336,13.23502,40.79655,1434.75,3465.25,1.716418,1.112765,43.8,1.444335,.368962,65.63174,.2408252,36.22014,-118.8005,9
8800,"Waco, TX MSA",71.02,58.14,58.11,23.44143,0,12.72535,10.67478,0,0,185,185,3.329168,3.322957,2681.5,2263,15.14599,16.03572,36.7,1.592648,.9357866,28.17293,.2561942,31.55239,-97.20178,7
8872,"Washington-Baltimore, DC-MD-VA-WV CMSA",62.24,49.81,50.68,23.86726,209.529,27.25429,8.179749,72.64535,71.8295,1035,1035,7.553708,7.462346,1017.81,4852.46,1.812129,3.568725,36.85537,1.013168,1.068771,8.236152,.082665,39.0249,-77.23283,5
8920,"Waterloo-Cedar Falls, IA MSA",59.56,31.01,31.53,21.74948,0,18.78987,6.07084,98.90235,98.95174,83,83,2.551268,2.565612,702,7406,15.20833,18.83289,22.1,1.617563,.9912238,-6.859972,.3893821,42.4701,-92.30853,4
8940,"Wausau, WI MSA",73.27,46.71,45.62,21.4195,0,8.364368,1.675183,.1363485,.1033865,219,231,4.307293,4.100634,387,8413,1.677746,2.309358,51,1.610967,.6810688,18.4112,.1447483,44.8983,-89.75899,3
8960,"West Palm Beach-Boca Raton, FL MSA",40.71,33.43,32.50,23.085,0,100.2394,78.06206,18.3286,15.60856,7,7,.1421658,.1151395,3476.5,380.25,5.942623,6.858443,24.5,1.73762,.7514147,147.6016,.0823319,26.64723,-80.46523,5
9000,"Wheeling, WV-OH MSA",81.27,62.12,60.86,22.0759,0,-.6179153,5.29171,100,100,232,232,18.47973,18.61635,677.667,5880.33,2.925422,4.148558,32.46803,1.444897,1.107219,-12.81306,.1448526,39.97475,-80.84135,3
9040,"Wichita, KS MSA",59.44,36.08,32.23,22.00009,0,23.05883,19.01662,0,0,137,157,1.438087,1.665637,1519,4857.75,3.090214,4.717936,32.49313,1.701921,.8339851,16.48679,.4604288,37.7962,-97.1548,4
9080,"Wichita Falls, TX MSA",56.51,30.22,31.45,22.914,0,10.87578,13.41371,0,0,136,136,2.151458,2.17738,2425.5,2831,3.967238,5.585236,26.85235,1.42493,.9165062,3.189468,.4071077,33.76709,-98.69409,7
9140,"Williamsport, PA MSA",58.92,51.20,53.91,22.36949,0,6.478228,4.190996,71.37737,51.4882,495,587,29.1716,30.17914,622,6087,2.192243,1.763454,37.1,1.624064,.418798,4.778633,.2413793,41.34328,-77.06447,2
9200,"Wilmington, NC MSA",74.86,66.91,67.09,21.96096,0,14.29239,7.098685,22.52721,20.11341,21,21,1.068012,.9950033,1797.67,2619.33,5.659656,5.488402,55.15147,1.883994,1.035071,59.73755,.2670777,34.10263,-78.16779,5
9260,"Yakima, WA MSA",81.82,58.12,45.97,23.25198,0,18.66152,13.58284,44.73478,57.89534,1164,3616,14.59567,30.79739,568.75,5754.25,1.404798,.7728111,52.3,1.614116,.312292,30.24881,.2164256,46.45686,-120.7388,9
9280,"York, PA MSA",73.06,52.65,51.91,22.00027,0,13.59627,3.762057,100,100,411,411,12.14871,11.97509,911,5320.67,2.659803,3.696013,36.2,1.331607,.836886,24.56723,.0587047,39.91992,-76.72652,2
9320,"Youngstown-Warren, OH MSA",69.02,45.17,44.11,20.7772,0,13.0899,8.628091,96.54721,96.76318,211,211,5.500264,5.475767,529.4,6315.6,4.975759,8.94812,25.82279,1.426325,1.53605,-6.73865,.1056756,41.05342,-80.77008,3
9340,"Yuba City, CA MSA",60.75,47.71,50.30,22.08957,0,33.54973,5.576788,0,0,972,1460,7.06912,10.73761,980.5,3965.5,.728807,.7843138,42.32234,1.63838,.6194731,41.50408,.352071,39.15529,-121.518,9
9360,"Yuma, AZ MSA",65.01,49.28,48.11,22.57105,0,33.91656,19.76021,0,0,829,1441,8.507959,9.868246,3850.8,1138.8,1.42919,.3881512,40.7,4.030332,.1091949,219.1277,.745768,32.76941,-113.9056,8
